,GM,DAY,DATE,Away,HOME,Network,Average Viewers (000),Away P2+ IMP,Home P2+ IMP,DMA_TV_Households_Millions_x,DMA_TV_Households_Millions_y,Total Viewership
987,986,Sun,2017-3-12,NYK,BRK,Regional,0.0,74.0,39.0,7.35,7.35,113.0
988,987,Sun,2017-3-12,MIA,IND,NBA TV,289.0,85.0,34.8,1.7,1.09,408.8
989,988,Sun,2017-3-12,POR,PHX,Regional,0.0,95.0,30.0,1.14,1.89,125.0
990,989,Sun,2017-3-12,CLE,HOU,ESPN,2335.0,141.0,47.0,1.5,2.45,2523.0
991,990,Sun,2017-3-12,PHI,LAL,Regional,0.0,42.0,133.0,2.94,5.48,175.0
992,991,Mon,2017-3-13,CHI,CHA,Regional,0.0,76.0,14.0,3.46,1.19,90.0
993,992,Mon,2017-3-13,DAL,TOR,Regional,0.0,17.0,0.0,2.71,2.86,17.0
994,993,Mon,2017-3-13,MIL,MEM,Regional,0.0,21.0,12.2,0.9,0.63,33.2
995,994,Mon,2017-3-13,ATL,SAS,TNT,1209.0,0.0,0.0,2.41,0.94,1209.0
996,995,Mon,2017-3-13,WAS,MIN,Regional,0.0,75.0,37.0,2.48,1.74,112.0
997,996,Mon,2017-3-13,LAC,UTA,Regional,0.0,48.0,46.6,5.48,0.92,94.6
998,997,Mon,2017-3-13,ORL,SAC,Regional,0.0,5.0,49.0,1.52,1.38,54.0
999,998,Mon,2017-3-13,LAL,DEN,TNT,996.0,0.0,0.0,5.48,1.63,996.0
1000,999,Tue,2017-3-14,DET,CLE,NBA TV,317.0,28.0,208.0,1.85,1.5,553.0
1001,1000,Tue,2017-3-14,OKC,BRK,Regional,0.0,55.36363636,40.0,0.72,7.35,95.36363636
1002,1001,Tue,2017-3-14,IND,NYK,Regional,0.0,34.0,94.0,1.09,7.35,128.0
1003,1002,Tue,2017-3-14,POR,NOP,Regional,0.0,23.0,5.2,1.14,0.64,28.2
1004,1003,Tue,2017-3-14,PHI,GSW,NBA TV,597.0,50.0,342.0,2.94,2.49,989.0
1005,1004,Wed,2017-3-15,DAL,WAS,Regional,0.0,27.0,75.0,2.71,2.48,102.0
1006,1005,Wed,2017-3-15,CHA,IND,Regional,0.0,8.0,23.0,1.19,1.09,31.0
1007,1006,Wed,2017-3-15,MIN,BOS,Regional,0.0,67.0,110.0,1.74,2.42,177.0
1008,1007,Wed,2017-3-15,NOP,MIA,Regional,0.0,6.7,88.0,0.64,1.7,94.7
1009,1008,Wed,2017-3-15,UTA,DET,Regional,0.0,37.2,19.0,0.92,1.85,56.2
1010,1009,Wed,2017-3-15,MEM,CHI,Regional,0.0,12.1,89.0,0.63,3.46,101.1
1011,1010,Wed,2017-3-15,LAL,HOU,Regional,0.0,71.0,44.0,5.48,2.45,115.0
1012,1011,Wed,2017-3-15,POR,SAS,ESPN,1253.0,61.0,57.0,1.14,0.94,1371.0
1013,1012,Wed,2017-3-15,SAC,PHX,Regional,0.0,47.0,32.0,1.38,1.89,79.0
1014,1013,Wed,2017-3-15,MIL,LAC,ESPN,1203.0,0.0,58.0,0.9,5.48,1261.0
1015,1014,Thu,2017-3-16,UTA,CLE,NBA TV,213.0,39.1,187.0,0.92,1.5,439.1
1016,1015,Thu,2017-3-16,OKC,TOR,Regional,0.0,53.8,0.0,0.72,2.86,53.8
1017,1016,Thu,2017-3-16,BRK,NYK,Regional,0.0,26.0,111.0,7.35,7.35,137.0
1018,1017,Thu,2017-3-16,MEM,ATL,Regional,0.0,7.3,28.0,0.63,2.41,35.3
1019,1018,Thu,2017-3-16,LAC,DEN,Regional,0.0,46.0,28.0,5.48,1.63,74.0
1020,1019,Thu,2017-3-16,ORL,GSW,Regional,0.0,4.0,382.0,1.52,2.49,386.0
1021,1020,Fri,2017-3-17,DAL,PHI,Regional,0.0,16.0,56.0,2.71,2.94,72.0
1022,1021,Fri,2017-3-17,CHI,WAS,Regional,0.0,42.0,33.0,3.46,2.48,75.0
1023,1022,Fri,2017-3-17,BOS,BRK,Regional,0.0,77.0,48.0,2.42,7.35,125.0
1024,1023,Fri,2017-3-17,TOR,DET,Regional,0.0,0.0,13.0,2.86,1.85,13.0
1025,1024,Fri,2017-3-17,HOU,NOP,Regional,0.0,41.0,6.2,2.45,0.64,47.2
1026,1025,Fri,2017-3-17,MIN,MIA,NBA TV,164.0,22.0,85.0,1.74,1.7,271.0
1027,1026,Fri,2017-3-17,ORL,PHX,Regional,0.0,3.0,22.0,1.52,1.89,25.0
1028,1027,Fri,2017-3-17,MIL,LAL,Regional,0.0,13.0,79.0,0.9,5.48,92.0
1029,1028,Sat,2017-3-18,SAC,OKC,Regional,0.0,26.0,46.8,1.38,0.72,72.8
1030,1029,Sat,2017-3-18,POR,ATL,Regional,0.0,29.0,18.0,1.14,2.41,47.0
1031,1030,Sat,2017-3-18,WAS,CHA,Regional,0.0,7.0,4.0,2.48,1.19,11.0
1032,1031,Sat,2017-3-18,CLE,LAC,ABC,1647.0,0.0,0.0,1.5,5.48,1647.0
1033,1032,Sat,2017-3-18,UTA,CHI,Regional,0.0,37.6,93.0,0.92,3.46,130.6
1034,1033,Sat,2017-3-18,SAS,MEM,Regional,0.0,81.0,14.3,0.94,0.63,95.3
1035,1034,Sat,2017-3-18,HOU,DEN,Regional,0.0,45.0,20.0,2.45,1.63,65.0
1036,1035,Sat,2017-3-18,MIL,GSW,Regional,0.0,12.0,341.0,0.9,2.49,353.0
1037,1037,Sun,2017-3-19,BOS,PHI,Regional,0.0,71.0,51.0,2.42,2.94,122.0
1038,1038,Sun,2017-3-19,PHX,DET,Regional,0.0,13.0,8.0,1.89,1.85,21.0
1039,1039,Sun,2017-3-19,MIN,NOP,Regional,0.0,10.0,6.6,1.74,0.64,16.6
1040,1040,Sun,2017-3-19,IND,TOR,NBA TV,133.0,8.0,0.0,1.09,2.86,141.0
1041,1041,Sun,2017-3-19,POR,MIA,Regional,0.0,35.0,73.0,1.14,1.7,108.0
1042,1042,Sun,2017-3-19,SAC,SAS,Regional,0.0,19.0,55.0,1.38,0.94,74.0
1043,1043,Sun,2017-3-19,CLE,LAL,NBA TV,279.0,161.0,101.0,1.5,5.48,541.0
1044,1036,Sun,2017-3-19,DAL,BRK,Regional,0.0,4.0,7.0,2.71,7.35,11.0
1045,1044,Mon,2017-3-20,ATL,CHA,Regional,0.0,11.0,9.0,2.41,1.19,20.0
1046,1045,Mon,2017-3-20,PHI,ORL,Regional,0.0,56.0,12.0,2.94,1.52,68.0
1047,1046,Mon,2017-3-20,UTA,IND,Regional,0.0,30.9,29.0,0.92,1.09,59.9
1048,1047,Mon,2017-3-20,WAS,BOS,Regional,0.0,48.0,107.0,2.48,2.42,155.0
1049,1048,Mon,2017-3-20,DEN,HOU,Regional,0.0,19.0,63.0,1.63,2.45,82.0
1050,1049,Mon,2017-3-20,GSW,OKC,TNT,2554.0,0.0,0.0,2.49,0.72,2554.0
1051,1050,Mon,2017-3-20,NYK,LAC,TNT,1255.0,48.0,0.0,7.35,5.48,1303.0
1052,1051,Tue,2017-3-21,CHI,TOR,ESPN,1102.0,72.0,0.0,3.46,2.86,1174.0
1053,1052,Tue,2017-3-21,DET,BRK,Regional,0.0,24.0,20.0,1.85,7.35,44.0
1054,1053,Tue,2017-3-21,PHX,MIA,Regional,0.0,22.0,88.0,1.89,1.7,110.0
1055,1054,Tue,2017-3-21,MEM,NOP,Regional,0.0,7.5,4.8888888889999995,0.63,0.64,12.388888889
1056,1055,Tue,2017-3-21,GSW,DAL,Regional,0.0,311.0,39.0,2.49,2.71,350.0
1057,1056,Tue,2017-3-21,SAS,MIN,ESPN,1236.0,70.0,30.0,0.94,1.74,1336.0
1058,1057,Tue,2017-3-21,MIL,POR,Regional,0.0,25.0,41.0,0.9,1.14,66.0
1059,1058,Tue,2017-3-21,LAC,LAL,Regional,0.0,74.0,76.0,5.48,5.48,150.0
1060,1059,Wed,2017-3-22,CHA,ORL,Regional,0.0,11.33333333,10.0,1.19,1.52,21.333333330000002
1061,1060,Wed,2017-3-22,IND,BOS,Regional,0.0,22.0,113.0,1.09,2.42,135.0
1062,1061,Wed,2017-3-22,DET,CHI,Regional,0.0,17.0,97.0,1.85,3.46,114.0
1063,1062,Wed,2017-3-22,PHI,OKC,Regional,0.0,30.0,49.81818182,2.94,0.72,79.81818182
1064,1063,Wed,2017-3-22,ATL,WAS,ESPN,1027.0,11.0,29.0,2.41,2.48,1067.0
1065,1064,Wed,2017-3-22,CLE,DEN,Regional,0.0,145.0,33.0,1.5,1.63,178.0
1066,1065,Wed,2017-3-22,MIL,SAC,Regional,0.0,28.0,37.0,0.9,1.38,65.0
1067,1066,Wed,2017-3-22,NYK,UTA,ESPN,903.0,39.0,36.27272727,7.35,0.92,978.27272727
1068,1067,Thu,2017-3-23,PHX,BRK,Regional,0.0,8.0,18.0,1.89,7.35,26.0
1069,1068,Thu,2017-3-23,TOR,MIA,NBA TV,200.0,0.0,61.0,2.86,1.7,261.0
1070,1069,Thu,2017-3-23,LAC,DAL,Regional,0.0,35.0,25.0,5.48,2.71,60.0
1071,1070,Thu,2017-3-23,MEM,SAS,Regional,0.0,13.3,88.0,0.63,0.94,101.3
1072,1071,Thu,2017-3-23,NYK,POR,Regional,0.0,19.0,80.0,7.35,1.14,99.0
1073,1072,Fri,2017-3-24,BRK,WAS,Regional,0.0,26.0,32.0,7.35,2.48,58.0
1074,1073,Fri,2017-3-24,CLE,CHA,Regional,0.0,134.0,7.0,1.5,1.19,141.0
1075,1074,Fri,2017-3-24,DET,ORL,Regional,0.0,9.0,11.0,1.85,1.52,20.0
1076,1075,Fri,2017-3-24,DEN,IND,Regional,0.0,16.0,10.0,1.63,1.09,26.0
1077,1076,Fri,2017-3-24,PHX,BOS,Regional,0.0,18.0,90.0,1.89,2.42,108.0
1078,1077,Fri,2017-3-24,PHI,CHI,Regional,0.0,43.0,135.0,2.94,3.46,178.0
1079,1078,Fri,2017-3-24,ATL,MIL,NBA TV,144.0,21.0,21.0,2.41,0.9,186.0
1080,1079,Fri,2017-3-24,NOP,HOU,Regional,0.0,7.8,56.0,0.64,2.45,63.8
1081,1080,Fri,2017-3-24,MIN,LAL,Regional,0.0,24.0,97.0,1.74,5.48,121.0
1082,1081,Fri,2017-3-24,SAC,GSW,Regional,0.0,51.0,298.0,1.38,2.49,349.0
1083,1082,Sat,2017-3-25,UTA,LAC,Regional,0.0,25.2,44.0,0.92,5.48,69.2
1084,1083,Sat,2017-3-25,WAS,CLE,Regional,0.0,59.0,173.0,2.48,1.5,232.0
1085,1084,Sat,2017-3-25,TOR,DAL,Regional,0.0,0.0,12.0,2.86,2.71,12.0
1086,1085,Sat,2017-3-25,NYK,SAS,NBA TV,323.0,76.0,75.0,7.35,0.94,474.0
1087,1086,Sat,2017-3-25,MIN,POR,Regional,0.0,23.0,25.0,1.74,1.14,48.0
1088,1087,Sun,2017-3-26,PHX,CHA,Regional,0.0,19.0,4.0,1.89,1.19,23.0
1089,1088,Sun,2017-3-26,BRK,ATL,Regional,0.0,19.0,16.0,7.35,2.41,35.0
1090,1089,Sun,2017-3-26,SAC,LAC,Regional,0.0,19.0,26.0,1.38,5.48,45.0
1091,1090,Sun,2017-3-26,CHI,MIL,Regional,0.0,53.0,19.0,3.46,0.9,72.0
1092,1091,Sun,2017-3-26,OKC,HOU,ABC,1488.0,0.0,0.0,0.72,2.45,1488.0
1093,1092,Sun,2017-3-26,PHI,IND,Regional,0.0,59.0,22.0,2.94,1.09,81.0
1094,1093,Sun,2017-3-26,MIA,BOS,Regional,0.0,79.0,93.0,1.7,2.42,172.0
1095,1094,Sun,2017-3-26,MEM,GSW,Regional,0.0,11.8,0.0,0.63,2.49,11.8
1096,1095,Sun,2017-3-26,NOP,DEN,Regional,0.0,5.7,22.0,0.64,1.63,27.7
1097,1096,Sun,2017-3-26,POR,LAL,NBA TV,225.0,75.0,84.0,1.14,5.48,384.0
1098,1097,Mon,2017-3-27,ORL,TOR,Regional,0.0,8.0,0.0,1.52,2.86,8.0
1099,1098,Mon,2017-3-27,DET,NYK,Regional,0.0,23.0,71.0,1.85,7.35,94.0
1100,1099,Mon,2017-3-27,CLE,SAS,TNT,1799.0,101.0,0.0,1.5,0.94,1900.0
1101,1100,Mon,2017-3-27,OKC,DAL,Regional,0.0,47.0,35.0,0.72,2.71,82.0
1102,1101,Mon,2017-3-27,MEM,SAC,Regional,0.0,10.0,36.0,0.63,1.38,46.0
1103,1102,Mon,2017-3-27,NOP,UTA,TNT,942.0,0.0,0.0,0.64,0.92,942.0
1104,1103,Tue,2017-3-28,MIL,CHA,Regional,0.0,19.0,6.0,0.9,1.19,25.0
1105,1104,Tue,2017-3-28,MIN,IND,Regional,0.0,17.0,35.0,1.74,1.09,52.0
1106,1105,Tue,2017-3-28,PHI,BRK,Regional,0.0,57.0,23.0,2.94,7.35,80.0
1107,1106,Tue,2017-3-28,PHX,ATL,Regional,0.0,24.0,25.0,1.89,2.41,49.0
1108,1107,Tue,2017-3-28,MIA,DET,Regional,0.0,83.0,18.0,1.7,1.85,101.0
1109,1108,Tue,2017-3-28,GSW,HOU,NBA TV,744.0,292.0,130.0,2.49,2.45,1166.0
1110,1109,Tue,2017-3-28,DEN,POR,Regional,0.0,32.0,37.0,1.63,1.14,69.0
1111,1110,Tue,2017-3-28,WAS,LAL,NBA TV,333.0,9.0,121.0,2.48,5.48,463.0
1112,1111,Wed,2017-3-29,ATL,PHI,Regional,0.0,31.0,41.0,2.41,2.94,72.0
1113,1112,Wed,2017-3-29,OKC,ORL,NBA TV,233.0,56.75,17.0,0.72,1.52,306.75
1114,1113,Wed,2017-3-29,MIL,BOS,Regional,0.0,30.0,117.0,0.9,2.42,147.0
1115,1114,Wed,2017-3-29,CHA,TOR,Regional,0.0,12.0,0.0,1.19,2.86,12.0
1116,1115,Wed,2017-3-29,MIA,NYK,Regional,0.0,98.0,128.0,1.7,7.35,226.0
1117,1116,Wed,2017-3-29,IND,MEM,Regional,0.0,29.0,11.22222222,1.09,0.63,40.22222222
1118,1117,Wed,2017-3-29,DAL,NOP,Regional,0.0,23.0,7.2,2.71,0.64,30.2
1119,1118,Wed,2017-3-29,GSW,SAS,ESPN,2911.0,359.0,86.0,2.49,0.94,3356.0
1120,1119,Wed,2017-3-29,WAS,LAC,Regional,0.0,13.0,65.0,2.48,5.48,78.0
1121,1120,Wed,2017-3-29,UTA,SAC,Regional,0.0,38.2,36.0,0.92,1.38,74.2
1122,1121,Thu,2017-3-30,BRK,DET,Regional,0.0,40.0,13.0,7.35,1.85,53.0
1123,1122,Thu,2017-3-30,CLE,CHI,TNT,2007.0,0.0,0.0,1.5,3.46,2007.0
1124,1123,Thu,2017-3-30,LAL,MIN,Regional,0.0,44.0,24.0,5.48,1.74,68.0
1125,1124,Thu,2017-3-30,LAC,PHX,Regional,0.0,69.0,25.0,5.48,1.89,94.0
1126,1125,Thu,2017-3-30,HOU,POR,TNT,1371.0,0.0,0.0,2.45,1.14,1371.0
1127,1126,Fri,2017-3-31,IND,TOR,Regional,0.0,28.0,0.0,1.09,2.86,28.0
1128,1127,Fri,2017-3-31,DEN,CHA,Regional,0.0,14.0,4.0,1.63,1.19,18.0
1129,1128,Fri,2017-3-31,PHI,CLE,Regional,0.0,61.0,159.0,2.94,1.5,220.0
1130,1129,Fri,2017-3-31,ORL,BOS,Regional,0.0,9.0,117.0,1.52,2.42,126.0
1131,1130,Fri,2017-3-31,DET,MIL,Regional,0.0,16.0,32.0,1.85,0.9,48.0
1132,1131,Fri,2017-3-31,DAL,MEM,Regional,0.0,9.0,12.2,2.71,0.63,21.2
1133,1132,Fri,2017-3-31,SAC,NOP,Regional,0.0,24.0,5.777777778,1.38,0.64,29.777777778
1134,1133,Fri,2017-3-31,NYK,MIA,Regional,0.0,88.0,103.0,7.35,1.7,191.0
1135,1134,Fri,2017-3-31,WAS,UTA,Regional,0.0,54.0,50.7,2.48,0.92,104.7
1136,1135,Fri,2017-3-31,SAS,OKC,ESPN,1609.0,80.0,34.9,0.94,0.72,1723.9
1137,1136,Fri,2017-3-31,HOU,GSW,ESPN,2213.0,23.0,328.0,2.45,2.49,2564.0
1138,1137,Sat,2017-4-1,LAL,LAC,Regional,0.0,48.0,25.0,5.48,5.48,73.0
1139,1138,Sat,2017-4-1,ATL,CHI,Regional,0.0,10.0,118.0,2.41,3.46,128.0
1140,1139,Sat,2017-4-1,ORL,BRK,Regional,0.0,6.0,4.0,1.52,7.35,10.0
1141,1140,Sat,2017-4-1,SAC,MIN,Regional,0.0,23.0,15.0,1.38,1.74,38.0
1142,1141,Sat,2017-4-1,PHX,POR,Regional,0.0,11.0,42.0,1.89,1.14,53.0
1143,1145,Sun,2017-4-2,BOS,NYK,ABC,1862.0,0.0,0.0,2.42,7.35,1862.0
1144,1142,Sun,2017-4-2,CHA,OKC,Regional,0.0,6.0,53.54545455,1.19,0.72,59.54545455
1145,1143,Sun,2017-4-2,MEM,LAL,Regional,0.0,9.4,75.0,0.63,5.48,84.4
1146,1144,Sun,2017-4-2,DAL,MIL,Regional,0.0,24.0,21.0,2.71,0.9,45.0
1147,1151,Sun,2017-4-2,UTA,SAS,ABC,2528.0,0.0,0.0,0.92,0.94,2528.0
1148,1146,Sun,2017-4-2,CHI,NOP,Regional,0.0,133.0,4.8,3.46,0.64,137.8
1149,1147,Sun,2017-4-2,PHI,TOR,Regional,0.0,44.0,0.0,2.94,2.86,44.0
1150,1148,Sun,2017-4-2,ATL,BRK,Regional,0.0,21.0,33.0,2.41,7.35,54.0
1151,1149,Sun,2017-4-2,DEN,MIA,NBA TV,233.0,17.0,54.0,1.63,1.7,304.0
1152,1150,Sun,2017-4-2,IND,CLE,Regional,0.0,35.0,234.0,1.09,1.5,269.0
1153,1152,Sun,2017-4-2,WAS,GSW,Regional,0.0,76.0,385.0,2.48,2.49,461.0
1154,1153,Sun,2017-4-2,HOU,PHX,NBA TV,305.0,65.0,42.0,2.45,1.89,412.0
1155,940,Mon,2017-4-3,POR,MIN,NBA TV,196.0,32.0,12.0,1.14,1.74,240.0
1156,1154,Tue,2017-4-4,BRK,PHI,Regional,0.0,0.0,24.0,7.35,2.94,24.0
1157,1155,Tue,2017-4-4,CHA,WAS,Regional,0.0,15.4,37.0,1.19,2.48,52.4
1158,1156,Tue,2017-4-4,ORL,CLE,Regional,0.0,16.0,182.0,1.52,1.5,198.0
1159,1157,Tue,2017-4-4,TOR,IND,Regional,0.0,0.0,33.0,2.86,1.09,33.0
1160,1158,Tue,2017-4-4,DEN,NOP,Regional,0.0,23.0,3.1,1.63,0.64,26.1
1161,1159,Tue,2017-4-4,MIL,OKC,ESPN,1377.0,0.0,0.0,0.9,0.72,1377.0
1162,1160,Tue,2017-4-4,CHI,NYK,Regional,0.0,83.0,59.0,3.46,7.35,142.0
1163,1161,Tue,2017-4-4,MEM,SAS,Regional,0.0,13.09090909,80.0,0.63,0.94,93.09090909
1164,1162,Tue,2017-4-4,MIN,GSW,ESPN,1836.0,14.0,125.0,1.74,2.49,1975.0
1165,1163,Tue,2017-4-4,DAL,SAC,Regional,0.0,22.0,21.0,2.71,1.38,43.0
1166,1164,Tue,2017-4-4,POR,UTA,Regional,0.0,35.0,45.9,1.14,0.92,80.9
1167,1165,Wed,2017-4-5,MIA,CHA,Regional,0.0,78.0,8.0,1.7,1.19,86.0
1168,1166,Wed,2017-4-5,TOR,DET,Regional,0.0,0.0,16.0,2.86,1.85,16.0
1169,1167,Wed,2017-4-5,OKC,MEM,Regional,0.0,75.4,16.5,0.72,0.63,91.9
1170,1168,Wed,2017-4-5,DEN,HOU,Regional,0.0,17.0,58.0,1.63,2.45,75.0
1171,1169,Wed,2017-4-5,CLE,BOS,ESPN,2146.0,172.0,79.0,1.5,2.42,2397.0
1172,1170,Wed,2017-4-5,LAL,SAS,Regional,0.0,63.0,75.0,5.48,0.94,138.0
1173,1171,Wed,2017-4-5,GSW,PHX,Regional,0.0,399.0,33.0,2.49,1.89,432.0
1174,1172,Wed,2017-4-5,DAL,LAC,ESPN,1282.0,19.0,36.0,2.71,5.48,1337.0
1175,1173,Thu,2017-4-6,CHI,PHI,Regional,0.0,92.0,34.0,3.46,2.94,126.0
1176,1174,Thu,2017-4-6,BRK,ORL,Regional,0.0,13.0,8.0,7.35,1.52,21.0
1177,1175,Thu,2017-4-6,MIL,IND,Regional,0.0,24.0,46.0,0.9,1.09,70.0
1178,1176,Thu,2017-4-6,WAS,NYK,Regional,0.0,48.0,86.0,2.48,7.35,134.0
1179,1177,Thu,2017-4-6,BOS,ATL,TNT,1304.0,0.0,0.0,2.42,2.41,1304.0
1180,1178,Thu,2017-4-6,MIN,POR,TNT,1039.0,0.0,0.0,1.74,1.14,1039.0
1181,1179,Fri,2017-4-7,ATL,CLE,NBA TV,433.0,47.0,194.0,2.41,1.5,674.0
1182,1180,Fri,2017-4-7,MIA,TOR,Regional,0.0,63.0,0.0,1.7,2.86,63.0
1183,1181,Fri,2017-4-7,NYK,MEM,Regional,0.0,54.0,10.4,7.35,0.63,64.4
1184,1182,Fri,2017-4-7,DET,HOU,Regional,0.0,22.0,22.0,1.85,2.45,44.0
1185,1183,Fri,2017-4-7,SAS,DAL,Regional,0.0,78.0,19.0,0.94,2.71,97.0
1186,1184,Fri,2017-4-7,NOP,DEN,Regional,0.0,5.0,14.0,0.64,1.63,19.0
1187,1185,Fri,2017-4-7,MIN,UTA,Regional,0.0,16.0,49.8,1.74,0.92,65.8
1188,1186,Fri,2017-4-7,OKC,PHX,NBA TV,547.0,56.8,50.0,0.72,1.89,653.8
1189,1187,Fri,2017-4-7,SAC,LAL,Regional,0.0,43.0,86.0,1.38,5.48,129.0
1190,1188,Sat,2017-4-8,CHI,BRK,NBA TV,174.0,102.0,0.0,3.46,7.35,276.0
1191,1189,Sat,2017-4-8,BOS,CHA,Regional,0.0,51.0,5.0,2.42,1.19,56.0
1192,1190,Sat,2017-4-8,IND,ORL,Regional,0.0,37.0,9.0,1.09,1.52,46.0
1193,1191,Sat,2017-4-8,MIL,PHI,Regional,0.0,18.11111111,17.0,0.9,2.94,35.111111109999996
1194,1192,Sat,2017-4-8,MIA,WAS,Regional,0.0,80.0,43.0,1.7,2.48,123.0
1195,1193,Sat,2017-4-8,LAC,SAS,ABC,1932.0,0.0,0.0,5.48,0.94,1932.0
1196,1194,Sat,2017-4-8,UTA,POR,Regional,0.0,43.0,80.0,0.92,1.14,123.0
1197,1195,Sat,2017-4-8,NOP,GSW,Regional,0.0,5.333333333,444.0,0.64,2.49,449.333333333
1198,1197,Sun,2017-4-9,CLE,ATL,NBA TV,453.0,172.0,71.0,1.5,2.41,696.0
1199,1198,Sun,2017-4-9,OKC,DEN,Regional,0.0,54.9,9.0,0.72,1.63,63.9
1200,1199,Sun,2017-4-9,DAL,PHX,Regional,0.0,24.0,17.0,2.71,1.89,41.0
1201,1200,Sun,2017-4-9,HOU,SAC,NBA TV,347.0,38.0,21.0,2.45,1.38,406.0
1202,1201,Sun,2017-4-9,DET,MEM,Regional,0.0,10.0,13.4,1.85,0.63,23.4
1203,1202,Sun,2017-4-9,MIN,LAL,NBA TV,189.0,41.0,138.0,1.74,5.48,368.0
1204,1196,Sun,2017-4-9,TOR,NYK,NBA TV,459.0,0.0,73.0,2.86,7.35,532.0
1205,1203,Mon,2017-4-10,IND,PHI,Regional,0.0,39.0,30.0,1.09,2.94,69.0
1206,1204,Mon,2017-4-10,BRK,BOS,Regional,0.0,19.0,92.0,7.35,2.42,111.0
1207,1205,Mon,2017-4-10,CLE,MIA,Regional,0.0,87.0,116.0,1.5,1.7,203.0
1208,1206,Mon,2017-4-10,ORL,CHI,Regional,0.0,4.0,82.0,1.52,3.46,86.0
1209,1207,Mon,2017-4-10,CHA,MIL,Regional,0.0,18.55,22.0,1.19,0.9,40.55
1210,1208,Mon,2017-4-10,WAS,DET,TNT,862.0,0.0,0.0,2.48,1.85,862.0
1211,1209,Mon,2017-4-10,SAS,POR,Regional,0.0,64.0,44.0,0.94,1.14,108.0
1212,1210,Mon,2017-4-10,HOU,LAC,TNT,1074.0,0.0,0.0,2.45,5.48,1074.0
1213,1211,Mon,2017-4-10,UTA,GSW,Regional,0.0,46.0,455.0,0.92,2.49,501.0
1214,1212,Tue,2017-4-11,CHA,ATL,Regional,0.0,7.5,37.0,1.19,2.41,44.5
1215,1213,Tue,2017-4-11,OKC,MIN,NBA TV,320.0,50.8,31.0,0.72,1.74,401.8
1216,1214,Tue,2017-4-11,DEN,DAL,Regional,0.0,7.0,66.0,1.63,2.71,73.0
1217,1215,Tue,2017-4-11,NOP,LAL,Regional,0.0,6.8888888889999995,126.0,0.64,5.48,132.888888889
1218,1216,Tue,2017-4-11,PHX,SAC,Regional,0.0,23.0,33.0,1.89,1.38,56.0
1219,1217,Wed,2017-4-12,DET,ORL,Regional,0.0,21.0,7.0,1.85,1.52,28.0
1220,1218,Wed,2017-4-12,TOR,CLE,Regional,0.0,0.0,121.0,2.86,1.5,121.0
1221,1219,Wed,2017-4-12,MIL,BOS,Regional,0.0,34.0,117.0,0.9,2.42,151.0
1222,1220,Wed,2017-4-12,PHI,NYK,Regional,0.0,29.0,42.0,2.94,7.35,71.0
1223,1221,Wed,2017-4-12,WAS,MIA,Regional,0.0,36.0,123.0,2.48,1.7,159.0
1224,1222,Wed,2017-4-12,BRK,CHI,Regional,0.0,18.0,180.0,7.35,3.46,198.0
1225,1223,Wed,2017-4-12,DAL,MEM,Regional,0.0,27.0,14.0,2.71,0.63,41.0
1226,1224,Wed,2017-4-12,MIN,HOU,Regional,0.0,22.0,74.0,1.74,2.45,96.0
1227,1225,Wed,2017-4-12,DEN,OKC,Regional,0.0,13.0,75.27272727,1.63,0.72,88.27272727
1228,1226,Wed,2017-4-12,ATL,IND,ESPN,1049.0,20.0,40.0,2.41,1.09,1109.0
1229,1227,Wed,2017-4-12,SAS,UTA,Regional,0.0,76.0,54.1,0.94,0.92,130.1
1230,1228,Wed,2017-4-12,SAC,LAC,Regional,0.0,25.0,64.0,1.38,5.48,89.0
1231,1229,Wed,2017-4-12,LAL,GSW,Regional,0.0,109.0,331.0,5.48,2.49,440.0
1232,1230,Wed,2017-4-12,NOP,POR,ESPN,874.0,0.0,96.0,0.64,1.14,970.0
1233,1,Tue,2015-10-27,DET,ATL,Regional,0.0,49.0,81.0,1.85,2.41,130.0
1234,2,Tue,2015-10-27,CLE,CHI,TNT,3461.0,0.0,0.0,1.5,3.46,3461.0
1235,3,Tue,2015-10-27,NOP,GSW,TNT,2528.0,0.0,0.0,0.64,2.49,2528.0
1236,4,Wed,2015-10-28,WAS,ORL,Regional,0.0,41.0,36.0,2.48,1.52,77.0
1237,5,Wed,2015-10-28,PHI,BOS,Regional,0.0,75.0,128.0,2.94,2.42,203.0
1238,6,Wed,2015-10-28,CHI,BRK,Regional,0.0,225.0,34.0,3.46,7.35,259.0
1239,7,Wed,2015-10-28,UTA,DET,Regional,0.0,36.90909091,50.0,0.92,1.85,86.90909091
1240,8,Wed,2015-10-28,CHA,MIA,Regional,0.0,21.2,165.0,1.19,1.7,186.2
1241,9,Wed,2015-10-28,IND,TOR,Regional,0.0,42.0,0.0,1.09,2.86,42.0
1242,10,Wed,2015-10-28,DEN,HOU,Regional,0.0,33.0,90.0,1.63,2.45,123.0
1243,11,Wed,2015-10-28,CLE,MEM,Regional,0.0,202.0,28.0,1.5,0.63,230.0
1244,12,Wed,2015-10-28,NYK,MIL,Regional,0.0,147.0,24.0,7.35,0.9,171.0
1245,13,Wed,2015-10-28,SAS,OKC,ESPN,1818.0,128.0,27.54545455,0.94,0.72,1973.54545455
1246,14,Wed,2015-10-28,DAL,PHX,Regional,0.0,64.0,54.0,2.71,1.89,118.0
